station_id,time,AtomsphericPressure,WindDirection,WindSpeed,WaveHeight
M4,2007-05-04T22:00:00Z,,100.0,11.0,1.0
M4,2007-05-04T23:00:00Z,,100.0,8.0,0.9
M4,2007-05-05T00:00:00Z,,140.0,5.0,1.0
M4,2007-05-05T01:00:00Z,,190.0,4.0,0.9
M4,2007-05-05T02:00:00Z,,230.0,7.0,0.9
M4,2007-05-05T03:00:00Z,,240.0,8.0,0.8
M4,2007-05-05T04:00:00Z,,230.0,12.0,0.8
M4,2007-05-05T05:00:00Z,,240.0,13.0,0.8
M4,2007-05-05T06:00:00Z,,220.0,17.0,0.8
M4,2007-05-05T07:00:00Z,,210.0,15.0,0.9
M4,2007-05-05T08:00:00Z,,210.0,17.0,1.1
M4,2007-05-05T09:00:00Z,,210.0,19.0,1.1
M4,2007-05-05T10:00:00Z,,200.0,21.0,1.2
M4,2007-05-05T11:00:00Z,,200.0,20.0,1.4
M4,2007-05-05T12:00:00Z,,190.0,22.0,1.5
M4,2007-05-05T13:00:00Z,,200.0,22.0,1.6
M4,2007-05-05T14:00:00Z,,200.0,21.0,1.8
M4,2007-05-05T15:00:00Z,,210.0,17.0,1.6
M4,2007-05-05T16:00:00Z,,200.0,18.0,1.7
M4,2007-05-05T17:00:00Z,,200.0,20.0,1.5
M4,2007-05-05T18:00:00Z,,210.0,24.0,1.8
M4,2007-05-05T19:00:00Z,,200.0,28.0,2.0
M4,2007-05-05T20:00:00Z,,200.0,29.0,2.4
M4,2007-05-05T21:00:00Z,,230.0,26.0,2.7
M4,2007-05-05T22:00:00Z,,240.0,30.0,2.9
M4,2007-05-05T23:00:00Z,,240.0,27.0,3.0
M4,2007-05-06T00:00:00Z,,240.0,29.0,3.4
M4,2007-05-06T01:00:00Z,,240.0,30.0,3.8
M4,2007-05-06T02:00:00Z,,240.0,29.0,4.1
M4,2007-05-06T03:00:00Z,,240.0,32.0,4.1
M4,2007-05-06T04:00:00Z,,250.0,29.0,5.1
M4,2007-05-06T05:00:00Z,,240.0,26.0,5.3
M4,2007-05-06T06:00:00Z,,250.0,26.0,5.7
M4,2007-05-06T07:00:00Z,,270.0,22.0,5.1
M4,2007-05-06T08:00:00Z,,250.0,25.0,4.6
M4,2007-05-06T09:00:00Z,,250.0,24.0,4.8
M4,2007-05-06T10:00:00Z,,240.0,23.0,5.0
M4,2007-05-06T11:00:00Z,,230.0,20.0,4.0
M4,2007-05-06T12:00:00Z,,240.0,23.0,4.3
M4,2007-05-06T13:00:00Z,,240.0,25.0,4.2
M4,2007-05-06T14:00:00Z,,250.0,22.0,4.2
M4,2007-05-06T15:00:00Z,,260.0,21.0,3.9
M4,2007-05-06T16:00:00Z,,250.0,22.0,4.2
M4,2007-05-06T17:00:00Z,,250.0,23.0,4.0
M4,2007-05-06T18:00:00Z,,240.0,21.0,4.2
M4,2007-05-06T19:00:00Z,,240.0,20.0,4.4
M4,2007-05-06T20:00:00Z,,240.0,21.0,4.0
M4,2007-05-06T21:00:00Z,,230.0,20.0,3.5
M4,2007-05-06T22:00:00Z,,230.0,22.0,3.4
M4,2007-05-06T23:00:00Z,,240.0,20.0,3.5
M4,2007-05-07T00:00:00Z,,250.0,21.0,3.2
M4,2007-05-07T01:00:00Z,,350.0,19.0,3.0
M4,2007-05-07T02:00:00Z,,240.0,19.0,3.0
M4,2007-05-07T03:00:00Z,,240.0,21.0,3.3
M4,2007-05-07T04:00:00Z,,230.0,22.0,3.5
M4,2007-05-07T05:00:00Z,,230.0,21.0,3.1
M4,2007-05-07T06:00:00Z,,220.0,24.0,3.3
M4,2007-05-07T07:00:00Z,,240.0,18.0,3.3
M4,2007-05-07T08:00:00Z,,230.0,24.0,3.6
M4,2007-05-07T09:00:00Z,,240.0,19.0,3.7
M4,2007-05-07T10:00:00Z,,240.0,23.0,3.8
M4,2007-05-07T11:00:00Z,,240.0,26.0,3.7
M4,2007-05-07T12:00:00Z,,250.0,24.0,3.7
M4,2007-05-07T13:00:00Z,,240.0,28.0,3.7
M4,2007-05-07T14:00:00Z,,240.0,25.0,3.9
M4,2007-05-07T15:00:00Z,,250.0,27.0,4.3
M4,2007-05-07T16:00:00Z,,240.0,27.0,4.6
M4,2007-05-07T17:00:00Z,,240.0,28.0,4.1
M4,2007-05-07T18:00:00Z,,240.0,28.0,4.3
M4,2007-05-07T19:00:00Z,,250.0,29.0,4.9
M4,2007-05-07T20:00:00Z,,250.0,27.0,4.6
M4,2007-05-07T21:00:00Z,,250.0,25.0,5.0
M4,2007-05-07T22:00:00Z,,240.0,21.0,4.8
M4,2007-05-07T23:00:00Z,,250.0,22.0,4.6
M4,2007-05-08T00:00:00Z,,250.0,18.0,4.8
M4,2007-05-08T01:00:00Z,,250.0,17.0,4.3
M4,2007-05-08T02:00:00Z,,240.0,20.0,4.3
M4,2007-05-08T03:00:00Z,,290.0,13.0,3.7
M4,2007-05-08T04:00:00Z,,270.0,12.0,4.0
M4,2007-05-08T05:00:00Z,,280.0,12.0,3.9
M4,2007-05-08T06:00:00Z,,290.0,17.0,3.4
M4,2007-05-08T07:00:00Z,,280.0,18.0,3.4
M4,2007-05-08T08:00:00Z,,280.0,18.0,3.3
M4,2007-05-08T09:00:00Z,,280.0,17.0,3.4
M4,2007-05-08T10:00:00Z,,280.0,16.0,3.3
M4,2007-05-08T11:00:00Z,,280.0,15.0,3.2
M4,2007-05-08T12:00:00Z,,270.0,15.0,3.2
M4,2007-05-08T13:00:00Z,,240.0,16.0,3.1
M4,2007-05-08T14:00:00Z,,250.0,14.0,3.4
M4,2007-05-08T15:00:00Z,,250.0,15.0,3.2
M4,2007-05-08T16:00:00Z,,250.0,11.0,2.8
M4,2007-05-08T17:00:00Z,,250.0,17.0,3.0
M4,2007-05-08T18:00:00Z,,240.0,10.0,3.0
M4,2007-05-08T19:00:00Z,,240.0,13.0,2.8
M4,2007-05-08T20:00:00Z,,250.0,14.0,2.8
M4,2007-05-08T21:00:00Z,,250.0,12.0,2.7
M4,2007-05-08T22:00:00Z,,250.0,13.0,2.5
M4,2007-05-08T23:00:00Z,,240.0,14.0,3.0
M4,2007-05-09T00:00:00Z,,230.0,12.0,2.5
M4,2007-05-09T01:00:00Z,,240.0,13.0,2.9
M4,2007-05-09T02:00:00Z,,270.0,11.0,2.6
M4,2007-05-09T03:00:00Z,,240.0,13.0,2.4
M4,2007-05-09T04:00:00Z,,230.0,13.0,2.6
M4,2007-05-09T05:00:00Z,,240.0,14.0,2.4
M4,2007-05-09T06:00:00Z,,230.0,12.0,2.4
M4,2007-05-09T07:00:00Z,,220.0,13.0,2.4
M4,2007-05-09T08:00:00Z,,200.0,13.0,2.8
M4,2007-05-09T09:00:00Z,,200.0,13.0,2.2
M4,2007-05-09T10:00:00Z,,180.0,14.0,2.4
M4,2007-05-09T11:00:00Z,,170.0,15.0,2.0
M4,2007-05-09T12:00:00Z,,150.0,15.0,2.4
M4,2007-05-09T13:00:00Z,,140.0,16.0,2.1
M4,2007-05-09T14:00:00Z,,130.0,17.0,2.3
M4,2007-05-09T15:00:00Z,,150.0,21.0,2.5
M4,2007-05-09T16:00:00Z,,140.0,20.0,2.5
M4,2007-05-09T17:00:00Z,,230.0,26.0,2.4
M4,2007-05-09T18:00:00Z,,230.0,22.0,2.6
M4,2007-05-09T19:00:00Z,,230.0,24.0,2.6
M4,2007-05-09T20:00:00Z,,220.0,19.0,2.4
M4,2007-05-09T21:00:00Z,,210.0,17.0,2.6
M4,2007-05-09T22:00:00Z,,190.0,15.0,2.5
M4,2007-05-09T23:00:00Z,,220.0,18.0,2.6
M4,2007-05-10T00:00:00Z,,240.0,19.0,2.5
M4,2007-05-10T01:00:00Z,,270.0,16.0,2.4
M4,2007-05-10T02:00:00Z,,260.0,16.0,2.7
M4,2007-05-10T03:00:00Z,,270.0,18.0,2.8
M4,2007-05-10T04:00:00Z,,280.0,17.0,3.2
M4,2007-05-10T05:00:00Z,,260.0,17.0,3.7
M4,2007-05-10T06:00:00Z,,280.0,15.0,3.3
M4,2007-05-10T07:00:00Z,,260.0,18.0,3.6
M4,2007-05-10T08:00:00Z,,280.0,16.0,3.4
M4,2007-05-10T09:00:00Z,,250.0,17.0,3.4
M4,2007-05-10T10:00:00Z,,290.0,14.0,3.3
M4,2007-05-10T11:00:00Z,,350.0,17.0,3.1
M4,2007-05-10T12:00:00Z,,340.0,17.0,2.9
M4,2007-05-10T13:00:00Z,,340.0,19.0,3.4
M4,2007-05-10T14:00:00Z,,340.0,19.0,3.5
M4,2007-05-10T15:00:00Z,,360.0,18.0,3.4
M4,2007-05-10T16:00:00Z,,360.0,18.0,3.3
M4,2007-05-10T17:00:00Z,,360.0,17.0,3.7
M4,2007-05-10T18:00:00Z,,360.0,17.0,3.5
M4,2007-05-10T19:00:00Z,,360.0,18.0,3.9
M4,2007-05-10T20:00:00Z,,360.0,19.0,3.5
M4,2007-05-10T21:00:00Z,,10.0,17.0,3.5
M4,2007-05-10T22:00:00Z,,360.0,16.0,3.2
M4,2007-05-10T23:00:00Z,,10.0,14.0,3.1
M4,2007-05-11T00:00:00Z,,10.0,14.0,3.1
M4,2007-05-11T01:00:00Z,,350.0,12.0,2.7
M4,2007-05-11T02:00:00Z,,360.0,14.0,2.8
M4,2007-05-11T03:00:00Z,,340.0,11.0,2.7
M4,2007-05-11T04:00:00Z,,360.0,10.0,2.6
M4,2007-05-11T05:00:00Z,,350.0,8.0,2.8
M4,2007-05-11T06:00:00Z,,30.0,8.0,2.4
M4,2007-05-11T07:00:00Z,,40.0,10.0,2.6
M4,2007-05-11T08:00:00Z,,50.0,9.0,2.6
M4,2007-05-11T09:00:00Z,,80.0,6.0,2.4
M4,2007-05-11T10:00:00Z,,60.0,10.0,2.3
M4,2007-05-11T11:00:00Z,,90.0,9.0,2.3
M4,2007-05-11T12:00:00Z,,80.0,10.0,2.2
M4,2007-05-11T13:00:00Z,,100.0,10.0,2.1
M4,2007-05-11T14:00:00Z,,80.0,10.0,2.0
M4,2007-05-11T15:00:00Z,,70.0,12.0,2.1
M4,2007-05-11T16:00:00Z,,70.0,12.0,2.1
M4,2007-05-11T17:00:00Z,,50.0,14.0,2.1
M4,2007-05-11T18:00:00Z,,50.0,17.0,2.1
M4,2007-05-11T19:00:00Z,,50.0,15.0,2.0
M4,2007-05-11T20:00:00Z,,40.0,14.0,2.0
M4,2007-05-11T21:00:00Z,,50.0,14.0,2.0
M4,2007-05-11T22:00:00Z,,50.0,11.0,1.8
M4,2007-05-11T23:00:00Z,,40.0,11.0,1.9
M4,2007-05-12T00:00:00Z,,20.0,13.0,1.7
M4,2007-05-12T01:00:00Z,,30.0,16.0,1.8
M4,2007-05-12T02:00:00Z,,40.0,19.0,1.9
M4,2007-05-12T03:00:00Z,,40.0,19.0,2.0
M4,2007-05-12T04:00:00Z,,30.0,20.0,2.3
M4,2007-05-12T05:00:00Z,,30.0,21.0,2.4
M4,2007-05-12T06:00:00Z,,30.0,22.0,2.4
M4,2007-05-12T07:00:00Z,,30.0,24.0,2.6
M4,2007-05-12T08:00:00Z,,30.0,22.0,2.5
M4,2007-05-12T09:00:00Z,,30.0,22.0,2.7
M4,2007-05-12T10:00:00Z,,20.0,21.0,2.7
M4,2007-05-12T11:00:00Z,,30.0,19.0,2.6
M4,2007-05-12T12:00:00Z,,20.0,19.0,2.6
M4,2007-05-12T13:00:00Z,,30.0,18.0,2.4
M4,2007-05-12T14:00:00Z,,40.0,18.0,2.6
M4,2007-05-12T15:00:00Z,,40.0,20.0,2.3
M4,2007-05-12T16:00:00Z,,40.0,19.0,2.4
M4,2007-05-12T17:00:00Z,,50.0,19.0,2.7
M4,2007-05-12T18:00:00Z,,50.0,18.0,2.6
M4,2007-05-12T19:00:00Z,,50.0,17.0,2.5
M4,2007-05-12T20:00:00Z,,50.0,18.0,2.7
M4,2007-05-12T21:00:00Z,,50.0,18.0,2.6
M4,2007-05-12T22:00:00Z,,50.0,18.0,2.6
M4,2007-05-12T23:00:00Z,,50.0,18.0,2.2
M4,2007-05-13T00:00:00Z,,40.0,19.0,2.4
M4,2007-05-13T01:00:00Z,,50.0,19.0,2.3
M4,2007-05-13T02:00:00Z,,40.0,19.0,2.0
M4,2007-05-13T03:00:00Z,,50.0,17.0,2.1
M4,2007-05-13T04:00:00Z,,50.0,19.0,2.0
M4,2007-05-13T05:00:00Z,,40.0,18.0,1.9
M4,2007-05-13T06:00:00Z,,40.0,18.0,2.0
M4,2007-05-13T07:00:00Z,,50.0,19.0,2.0
M4,2007-05-13T08:00:00Z,,50.0,18.0,2.0
M4,2007-05-13T09:00:00Z,,40.0,17.0,1.9
M4,2007-05-13T10:00:00Z,,50.0,18.0,1.8
M4,2007-05-13T11:00:00Z,,40.0,16.0,1.8
M4,2007-05-13T12:00:00Z,,40.0,20.0,1.8
M4,2007-05-13T13:00:00Z,,40.0,21.0,1.7
M4,2007-05-13T14:00:00Z,,40.0,20.0,1.7
M4,2007-05-13T15:00:00Z,,40.0,19.0,1.7
M4,2007-05-13T16:00:00Z,,30.0,19.0,1.7
M4,2007-05-13T17:00:00Z,,20.0,20.0,1.7
M4,2007-05-13T18:00:00Z,,10.0,20.0,1.8
M4,2007-05-13T19:00:00Z,,360.0,20.0,1.9
M4,2007-05-13T20:00:00Z,,360.0,19.0,1.9
M4,2007-05-13T21:00:00Z,,10.0,20.0,2.0
M4,2007-05-13T22:00:00Z,,360.0,17.0,1.8
M4,2007-05-13T23:00:00Z,,360.0,16.0,1.8
M4,2007-05-14T00:00:00Z,,350.0,15.0,1.7
M4,2007-05-14T01:00:00Z,,360.0,12.0,1.6
M4,2007-05-14T02:00:00Z,,350.0,11.0,1.5
M4,2007-05-14T03:00:00Z,,320.0,14.0,1.4
M4,2007-05-14T04:00:00Z,,330.0,11.0,1.5
M4,2007-05-14T05:00:00Z,,310.0,9.0,1.4
M4,2007-05-14T06:00:00Z,,290.0,9.0,1.3
M4,2007-05-14T07:00:00Z,,280.0,8.0,1.3
M4,2007-05-14T08:00:00Z,,260.0,5.0,1.3
M4,2007-05-14T09:00:00Z,,210.0,6.0,1.3
M4,2007-05-14T10:00:00Z,,240.0,13.0,1.3
M4,2007-05-14T11:00:00Z,,220.0,12.0,1.2
M4,2007-05-14T12:00:00Z,,230.0,18.0,1.3
M4,2007-05-14T13:00:00Z,,230.0,19.0,1.3
M4,2007-05-14T14:00:00Z,,230.0,17.0,1.6
M4,2007-05-14T15:00:00Z,,250.0,14.0,1.5
M4,2007-05-14T16:00:00Z,,220.0,18.0,1.5
M4,2007-05-14T17:00:00Z,,220.0,17.0,1.6
M4,2007-05-14T18:00:00Z,,220.0,14.0,1.6
M4,2007-05-14T19:00:00Z,,260.0,11.0,1.6
M4,2007-05-14T20:00:00Z,,280.0,8.0,1.5
M4,2007-05-14T21:00:00Z,,330.0,6.0,1.6
M4,2007-05-14T22:00:00Z,,10.0,6.0,1.7
M4,2007-05-14T23:00:00Z,,30.0,8.0,1.6
M4,2007-05-15T00:00:00Z,,30.0,9.0,1.6
M4,2007-05-15T01:00:00Z,,40.0,9.0,1.4
M4,2007-05-15T02:00:00Z,,50.0,9.0,1.3
M4,2007-05-15T03:00:00Z,,60.0,9.0,1.4
M4,2007-05-15T04:00:00Z,,70.0,9.0,1.2
M4,2007-05-15T05:00:00Z,,80.0,7.0,1.3
M4,2007-05-15T06:00:00Z,,70.0,8.0,1.3
M4,2007-05-15T07:00:00Z,,70.0,8.0,1.4
M4,2007-05-15T08:00:00Z,,80.0,9.0,1.3
M4,2007-05-15T09:00:00Z,,100.0,8.0,1.5
M4,2007-05-15T10:00:00Z,,80.0,8.0,1.5
M4,2007-05-15T11:00:00Z,,80.0,8.0,1.5
M4,2007-05-15T12:00:00Z,,80.0,11.0,1.7
M4,2007-05-15T13:00:00Z,,100.0,7.0,1.7
M4,2007-05-15T14:00:00Z,,160.0,6.0,1.8
M4,2007-05-15T15:00:00Z,,190.0,6.0,1.8
M4,2007-05-15T16:00:00Z,,230.0,6.0,1.9
M4,2007-05-15T17:00:00Z,,240.0,9.0,1.7
M4,2007-05-15T18:00:00Z,,240.0,8.0,1.8
M4,2007-05-15T19:00:00Z,,220.0,7.0,1.9
M4,2007-05-15T20:00:00Z,,200.0,10.0,2.2
M4,2007-05-15T21:00:00Z,,240.0,18.0,2.0
M4,2007-05-15T22:00:00Z,,240.0,17.0,2.2
M4,2007-05-15T23:00:00Z,,250.0,19.0,2.2
M4,2007-05-16T00:00:00Z,,240.0,19.0,2.2
M4,2007-05-16T01:00:00Z,,250.0,18.0,2.4
M4,2007-05-16T02:00:00Z,,250.0,17.0,2.5
M4,2007-05-16T03:00:00Z,,250.0,23.0,2.3
M4,2007-05-16T04:00:00Z,,250.0,18.0,2.4
M4,2007-05-16T05:00:00Z,,250.0,13.0,2.5
M4,2007-05-16T06:00:00Z,,240.0,15.0,2.6
M4,2007-05-16T07:00:00Z,,240.0,13.0,2.5
M4,2007-05-16T08:00:00Z,,230.0,13.0,2.1
M4,2007-05-16T09:00:00Z,,240.0,11.0,2.3
M4,2007-05-16T10:00:00Z,,220.0,11.0,2.1
M4,2007-05-16T11:00:00Z,,240.0,18.0,2.2
M4,2007-05-16T12:00:00Z,,240.0,18.0,2.0
M4,2007-05-16T13:00:00Z,,240.0,17.0,2.1
M4,2007-05-16T14:00:00Z,,230.0,15.0,2.1
M4,2007-05-16T15:00:00Z,,230.0,13.0,2.0
M4,2007-05-16T16:00:00Z,,210.0,12.0,2.2
M4,2007-05-16T17:00:00Z,,230.0,14.0,2.0
M4,2007-05-16T18:00:00Z,,240.0,15.0,2.1
M4,2007-05-16T19:00:00Z,,240.0,16.0,2.1
M4,2007-05-16T20:00:00Z,,250.0,17.0,2.1
M4,2007-05-16T21:00:00Z,,250.0,19.0,2.1
M4,2007-05-16T22:00:00Z,,250.0,19.0,2.3
M4,2007-05-16T23:00:00Z,,250.0,19.0,2.4
M4,2007-05-17T00:00:00Z,,250.0,20.0,2.3
M4,2007-05-17T01:00:00Z,,250.0,22.0,2.3
M4,2007-05-17T02:00:00Z,,250.0,21.0,2.6
M4,2007-05-17T03:00:00Z,,250.0,22.0,2.8
M4,2007-05-17T04:00:00Z,,250.0,22.0,2.6
M4,2007-05-17T05:00:00Z,,250.0,20.0,2.7
M4,2007-05-17T06:00:00Z,,250.0,18.0,2.8
M4,2007-05-17T07:00:00Z,,240.0,18.0,2.6
M4,2007-05-17T08:00:00Z,,240.0,16.0,2.6
M4,2007-05-17T09:00:00Z,,230.0,19.0,2.8
M4,2007-05-17T10:00:00Z,,230.0,16.0,2.7
M4,2007-05-17T11:00:00Z,,220.0,15.0,2.7
M4,2007-05-17T12:00:00Z,,210.0,18.0,2.7
M4,2007-05-17T13:00:00Z,,210.0,20.0,2.6
M4,2007-05-17T14:00:00Z,,210.0,22.0,2.5
M4,2007-05-17T15:00:00Z,,210.0,21.0,3.1
M4,2007-05-17T16:00:00Z,,210.0,20.0,2.8
M4,2007-05-17T17:00:00Z,,210.0,18.0,3.0
M4,2007-05-17T18:00:00Z,,220.0,16.0,2.9
M4,2007-05-17T19:00:00Z,,210.0,16.0,2.8
M4,2007-05-17T20:00:00Z,,210.0,17.0,2.9
M4,2007-05-17T21:00:00Z,,210.0,19.0,2.7
M4,2007-05-17T22:00:00Z,,200.0,21.0,2.5
M4,2007-05-17T23:00:00Z,,200.0,23.0,2.8
M4,2007-05-18T00:00:00Z,,200.0,26.0,2.9
M4,2007-05-18T01:00:00Z,,200.0,27.0,2.8
M4,2007-05-18T02:00:00Z,,200.0,31.0,3.3
M4,2007-05-18T03:00:00Z,,210.0,29.0,3.5
M4,2007-05-18T04:00:00Z,,230.0,25.0,4.0
M4,2007-05-18T05:00:00Z,,230.0,29.0,4.2
M4,2007-05-18T06:00:00Z,,220.0,29.0,4.6
M4,2007-05-18T07:00:00Z,,220.0,27.0,4.8
M4,2007-05-18T08:00:00Z,,210.0,31.0,5.2
M4,2007-05-18T09:00:00Z,,210.0,31.0,5.4
M4,2007-05-18T10:00:00Z,,210.0,29.0,5.3
M4,2007-05-18T11:00:00Z,,220.0,34.0,6.0
M4,2007-05-18T12:00:00Z,,220.0,33.0,5.8
M4,2007-05-18T13:00:00Z,,210.0,32.0,6.6
M4,2007-05-18T14:00:00Z,,210.0,35.0,6.2
M4,2007-05-18T15:00:00Z,,210.0,34.0,6.7
M4,2007-05-18T16:00:00Z,,210.0,33.0,8.8
M4,2007-05-18T17:00:00Z,,220.0,34.0,7.9
M4,2007-05-18T18:00:00Z,,230.0,32.0,8.5
M4,2007-05-18T19:00:00Z,,230.0,31.0,8.6
M4,2007-05-18T20:00:00Z,,220.0,32.0,9.8
M4,2007-05-18T21:00:00Z,,220.0,37.0,9.0
M4,2007-05-18T22:00:00Z,,240.0,31.0,9.3
M4,2007-05-18T23:00:00Z,,240.0,32.0,9.2
M4,2007-05-19T00:00:00Z,,240.0,32.0,9.6
M4,2007-05-19T01:00:00Z,,240.0,33.0,7.7
M4,2007-05-19T02:00:00Z,,240.0,32.0,8.9
M4,2007-05-19T03:00:00Z,,240.0,32.0,8.9
M4,2007-05-19T04:00:00Z,,240.0,29.0,9.1
M4,2007-05-19T05:00:00Z,,240.0,28.0,8.0
M4,2007-05-19T06:00:00Z,,250.0,29.0,7.1
M4,2007-05-19T07:00:00Z,,240.0,28.0,7.4
M4,2007-05-19T08:00:00Z,,240.0,26.0,7.0
M4,2007-05-19T09:00:00Z,,240.0,27.0,7.3
M4,2007-05-19T10:00:00Z,,240.0,25.0,7.2
M4,2007-05-19T11:00:00Z,,250.0,25.0,6.7
M4,2007-05-19T12:00:00Z,,250.0,27.0,6.8
M4,2007-05-19T13:00:00Z,,240.0,26.0,7.2
M4,2007-05-19T14:00:00Z,,240.0,24.0,6.8
M4,2007-05-19T15:00:00Z,,240.0,26.0,6.4
M4,2007-05-19T16:00:00Z,,240.0,25.0,5.4
M4,2007-05-19T17:00:00Z,,240.0,22.0,5.9
M4,2007-05-19T18:00:00Z,,240.0,20.0,5.0
M4,2007-05-19T19:00:00Z,,240.0,20.0,5.9
M4,2007-05-19T20:00:00Z,,230.0,19.0,4.9
M4,2007-05-19T21:00:00Z,,260.0,16.0,5.1
M4,2007-05-19T22:00:00Z,,250.0,17.0,5.3
M4,2007-05-19T23:00:00Z,,250.0,18.0,5.4
M4,2007-05-20T00:00:00Z,,230.0,14.0,4.4
M4,2007-05-20T01:00:00Z,,210.0,11.0,
M4,2007-05-20T02:00:00Z,,240.0,16.0,4.5
M4,2007-05-20T03:00:00Z,,240.0,15.0,4.2
M4,2007-05-20T04:00:00Z,,240.0,18.0,3.8
M4,2007-05-20T05:00:00Z,,230.0,18.0,3.7
M4,2007-05-20T06:00:00Z,,230.0,17.0,3.7
M4,2007-05-20T07:00:00Z,,240.0,15.0,3.5
M4,2007-05-20T08:00:00Z,,240.0,14.0,3.6
M4,2007-05-20T09:00:00Z,,240.0,16.0,4.0
M4,2007-05-20T10:00:00Z,,250.0,8.0,3.5
M4,2007-05-20T11:00:00Z,,270.0,12.0,3.3
M4,2007-05-20T12:00:00Z,,240.0,9.0,3.5
M4,2007-05-20T13:00:00Z,,250.0,13.0,3.6
M4,2007-05-20T14:00:00Z,,260.0,12.0,3.5
M4,2007-05-20T15:00:00Z,,260.0,12.0,3.0
M4,2007-05-20T16:00:00Z,,250.0,12.0,3.2
M4,2007-05-20T17:00:00Z,,270.0,10.0,3.0
M4,2007-05-20T18:00:00Z,,270.0,11.0,3.2
M4,2007-05-20T19:00:00Z,,270.0,10.0,2.8
M4,2007-05-20T20:00:00Z,,270.0,9.0,2.8
M4,2007-05-20T21:00:00Z,,260.0,9.0,2.6
M4,2007-05-20T22:00:00Z,,250.0,9.0,2.9
M4,2007-05-20T23:00:00Z,,240.0,11.0,2.7
M4,2007-05-21T00:00:00Z,,240.0,10.0,2.6
M4,2007-05-21T01:00:00Z,,240.0,11.0,2.7
M4,2007-05-21T02:00:00Z,,230.0,11.0,2.5
M4,2007-05-21T03:00:00Z,,220.0,12.0,2.5
M4,2007-05-21T04:00:00Z,,220.0,13.0,2.5
M4,2007-05-21T05:00:00Z,,220.0,14.0,2.3
M4,2007-05-21T06:00:00Z,,210.0,13.0,2.5
M4,2007-05-21T07:00:00Z,,190.0,15.0,2.2
M4,2007-05-21T08:00:00Z,,200.0,17.0,2.1
M4,2007-05-21T09:00:00Z,,210.0,19.0,2.0
M4,2007-05-21T10:00:00Z,,210.0,19.0,2.3
M4,2007-05-21T11:00:00Z,,200.0,22.0,2.4
M4,2007-05-21T12:00:00Z,,200.0,23.0,2.3
M4,2007-05-21T13:00:00Z,,200.0,26.0,2.5
M4,2007-05-21T14:00:00Z,,200.0,27.0,2.9
M4,2007-05-21T15:00:00Z,,200.0,28.0,2.8
M4,2007-05-21T16:00:00Z,,200.0,28.0,3.0
M4,2007-05-21T17:00:00Z,,210.0,29.0,3.4
M4,2007-05-21T18:00:00Z,,210.0,29.0,3.4
M4,2007-05-21T19:00:00Z,,200.0,29.0,3.7
M4,2007-05-21T20:00:00Z,,210.0,29.0,3.9
M4,2007-05-21T21:00:00Z,,220.0,25.0,3.6
M4,2007-05-21T22:00:00Z,,290.0,20.0,4.0
M4,2007-05-21T23:00:00Z,,280.0,19.0,3.4
M4,2007-05-22T00:00:00Z,,260.0,17.0,3.7
M4,2007-05-22T01:00:00Z,,260.0,19.0,3.5
